"fecha_operacion","dia_semana","edicion","ruta","unidad","direccion_viaje","paradero","hora_programada","hora_real","personas_subieron","personas_bajaron","ahorro_unitario_mxn","impacto_economico_total_mxn","km_recorridos_por_sentido"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Base Torito","10:00:00","2026-03-01 10:05:00",0,0,12,0,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Multiplaza Villas Del Mar","10:05:00","2026-03-01 10:09:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero ISSSTE","10:14:00","2026-03-01 10:14:00",8,0,12,96,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Rehoyada","10:25:00","2026-03-01 10:27:00",3,0,12,36,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Las Perlas","10:36:00","2026-03-01 10:34:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Langosta","10:41:00","2026-03-01 10:38:00",0,4,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Tortugas","10:44:00","2026-03-01 10:40:00",0,4,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Base Forum","10:48:00","2026-03-01 10:45:00",0,3,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Forum","11:00:00","2026-03-01 11:02:00",7,0,12,84,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","11:06:00","2026-03-01 11:06:00",0,7,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Langosta","11:09:00","2026-03-01 11:09:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","11:14:00","2026-03-01 11:11:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Rehoyada","11:25:00","2026-03-01 11:19:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero ISSSTE","11:37:00","2026-03-01 11:28:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","11:53:00","2026-03-01 11:36:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Torito","12:00:00","2026-03-01 11:39:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Base Torito","12:05:00","2026-03-01 12:07:00",25,0,12,300,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Multiplaza Villas Del Mar","12:10:00","2026-03-01 12:12:00",16,0,12,192,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero ISSSTE","12:19:00","2026-03-01 12:20:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Rehoyada","12:30:00","2026-03-01 12:31:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Las Perlas","12:41:00","2026-03-01 12:38:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Langosta","12:46:00","2026-03-01 12:42:00",0,9,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Tortugas","12:49:00","2026-03-01 12:45:00",0,18,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Base Torito","12:05:00","2026-03-01 13:00:00",0,14,12,0,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Forum","13:00:00","2026-03-01 13:03:00",5,0,12,60,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","13:06:00","2026-03-01 13:08:00",2,3,12,24,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Langosta","13:09:00","2026-03-01 13:11:00",4,0,12,48,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","13:14:00","2026-03-01 13:15:00",3,0,12,36,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Rehoyada","13:25:00","2026-03-01 13:24:00",0,6,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero ISSSTE","13:37:00","2026-03-01 13:35:00",0,3,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","13:53:00","2026-03-01 13:45:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Torito","14:00:00","2026-03-01 13:49:00",0,2,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Base Torito","15:05:00","2026-03-01 15:06:00",28,0,12,336,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero ISSSTE","15:19:00","2026-03-01 15:12:00",3,0,12,36,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Multiplaza Villas Del Mar","15:10:00","2026-03-01 15:12:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Rehoyada","15:30:00","2026-03-01 15:31:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Langosta","15:46:00","2026-03-01 15:45:00",0,21,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Tortugas","15:49:00","2026-03-01 15:47:00",0,1,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Base Forum","15:53:00","2026-03-01 15:54:00",0,9,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Forum","16:00:00","2026-03-01 15:58:00",18,0,12,216,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","16:06:00","2026-03-01 15:58:00",25,0,12,300,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Forum","16:00:00","2026-03-01 15:59:00",24,0,12,288,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","16:14:00","2026-03-01 16:03:00",10,0,12,120,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Rehoyada","16:25:00","2026-03-01 16:20:00",0,32,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero ISSSTE","16:37:00","2026-03-01 16:28:00",0,3,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","16:53:00","2026-03-01 16:38:00",0,34,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Torito","17:00:00","2026-03-01 16:39:00",0,8,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Rehoyada","17:30:00","2026-03-01 17:38:00",10,0,12,120,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Las Perlas","17:41:00","2026-03-01 17:45:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Paradero Playa Langosta","17:46:00","2026-03-01 17:55:00",0,4,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"ida","Base Forum","17:53:00","2026-03-01 17:59:00",0,6,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Forum","18:05:00","2026-03-01 18:05:00",24,0,12,288,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Tortugas","18:11:00","2026-03-01 18:11:00",13,0,12,156,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Langosta","18:14:00","2026-03-01 18:14:00",13,0,12,156,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Playa Las Perlas","18:19:00","2026-03-01 18:19:00",6,0,12,72,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Rehoyada","18:30:00","2026-03-01 18:30:00",0,13,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero ISSSTE","18:42:00","2026-03-01 18:42:00",0,6,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Paradero Multiplaza Villas Del Mar","18:58:00","2026-03-01 18:53:00",0,24,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",1,"regreso","Base Torito","19:05:00","2026-03-01 19:05:00",0,13,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Torito","11:00:00","2026-03-01 11:02:00",12,0,12,144,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","11:05:00","2026-03-01 11:07:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero ISSSTE","11:14:00","2026-03-01 11:17:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","11:36:00","2026-03-01 11:37:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Langosta","11:41:00","2026-03-01 11:39:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Forum","11:48:00","2026-03-01 11:47:00",0,12,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Base Forum","11:55:00","2026-03-01 11:55:00",0,0,12,0,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Tortugas","12:01:00","2026-03-01 11:59:00",1,0,12,12,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Langosta","12:04:00","2026-03-01 12:02:00",2,0,12,24,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Las Perlas","12:09:00","2026-03-01 12:07:00",10,0,12,120,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Rehoyada","12:20:00","2026-03-01 12:17:00",0,12,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero ISSSTE","12:32:00","2026-03-01 12:26:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Multiplaza Villas Del Mar","12:48:00","2026-03-01 12:39:00",0,5,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","14:36:00","2026-03-01 13:50:00",0,4,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Torito","14:00:00","2026-03-01 14:00:00",15,0,12,180,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","14:05:00","2026-03-01 14:07:00",25,0,12,300,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero ISSSTE","14:14:00","2026-03-01 14:21:00",27,0,12,324,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Rehoyada","14:25:00","2026-03-01 14:30:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Langosta","14:41:00","2026-03-01 14:55:00",0,5,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Tortugas","14:44:00","2026-03-01 15:00:00",3,31,12,36,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Forum","14:48:00","2026-03-01 15:06:00",0,31,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Base Forum","14:55:00","2026-03-01 15:09:00",3,0,12,36,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Tortugas","15:01:00","2026-03-01 15:14:00",2,0,12,24,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Langosta","15:04:00","2026-03-01 15:18:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Las Perlas","15:09:00","2026-03-01 15:20:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Rehoyada","15:20:00","2026-03-01 15:32:00",0,4,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero ISSSTE","15:32:00","2026-03-01 15:38:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Multiplaza Villas Del Mar","15:48:00","2026-03-01 15:50:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Base Torito","15:55:00","2026-03-01 15:53:00",0,1,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Torito","16:00:00","2026-03-01 16:02:00",0,0,12,0,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","14:05:00","2026-03-01 16:09:00",1,0,12,12,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero ISSSTE","16:14:00","2026-03-01 16:17:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Rehoyada","16:25:00","2026-03-01 16:27:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","16:36:00","2026-03-01 16:40:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Langosta","16:41:00","2026-03-01 16:43:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Tortugas","16:44:00","2026-03-01 16:46:00",2,0,12,24,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Base Forum","16:55:00","2026-03-01 16:55:00",0,0,12,0,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Forum","16:48:00","2026-03-01 16:58:00",0,2,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Torito","18:00:00","2026-03-01 18:07:00",0,0,12,0,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Multiplaza Villas Del Mar","18:05:00","2026-03-01 18:12:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero ISSSTE","18:14:00","2026-03-01 18:20:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Rehoyada","18:25:00","2026-03-01 18:31:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Las Perlas","18:36:00","2026-03-01 18:40:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Langosta","18:41:00","2026-03-01 18:44:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Paradero Playa Tortugas","18:44:00","2026-03-01 18:46:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"ida","Base Forum","18:48:00","2026-03-01 18:50:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Base Forum","18:55:00","2026-03-01 18:58:00",45,0,12,540,"21.4"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Tortugas","19:01:00","2026-03-01 19:05:00",32,0,12,384,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Langosta","19:04:00","2026-03-01 19:10:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Playa Las Perlas","19:09:00","2026-03-01 19:12:00",0,0,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Rehoyada","19:20:00","2026-03-01 19:25:00",0,34,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero ISSSTE","19:32:00","2026-03-01 19:40:00",0,32,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 1",2,"regreso","Paradero Multiplaza Villas Del Mar","19:48:00","2026-03-01 19:49:00",0,11,12,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base de 3 Reyes","10:00:00","2026-03-01 10:01:00",42,0,22,924,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","10:05:00","2026-03-01 10:09:00",44,0,22,968,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","10:10:00","2026-03-01 10:19:00",7,0,22,154,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","10:41:00","2026-03-01 10:46:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Langosta","10:45:00","2026-03-01 10:51:00",0,18,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","10:48:00","2026-03-01 10:56:00",0,32,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base Forum","10:52:00","2026-03-01 11:03:00",0,43,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base Forum","11:05:00","2026-03-01 11:05:00",0,0,22,0,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Tortugas","11:10:00","2026-03-01 11:09:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Langosta","11:15:00","2026-03-01 11:12:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Las Perlas","11:20:00","2026-03-01 11:15:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Bodega Aurrera Tierra Maya","11:47:00","2026-03-01 11:42:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Paseos Kusamil","11:55:00","2026-03-01 11:48:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base de 3 Reyes","11:58:00","2026-03-01 11:50:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base de 3 Reyes","12:00:00","2026-03-01 12:06:00",19,0,22,418,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","12:05:00","2026-03-01 12:12:00",22,0,22,484,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","12:10:00","2026-03-01 12:18:00",6,0,22,132,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","12:41:00","2026-03-01 12:46:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Langosta","12:45:00","2026-03-01 12:50:00",0,23,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","12:48:00","2026-03-01 12:54:00",0,22,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base Forum","12:52:00","2026-03-01 13:00:00",2,4,22,44,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base Forum","13:05:00","2026-03-01 13:01:00",2,0,22,44,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Langosta","13:15:00","2026-03-01 13:12:00",7,0,22,154,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Las Perlas","13:20:00","2026-03-01 13:17:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Bodega Aurrera Tierra Maya","13:47:00","2026-03-01 13:50:00",0,1,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Paseos Kusamil","13:55:00","2026-03-01 13:55:00",0,8,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base de 3 Reyes","13:58:00","2026-03-01 14:03:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base de 3 Reyes","15:00:00","2026-03-01 15:04:00",9,0,22,198,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","15:05:00","2026-03-01 15:09:00",37,0,22,814,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","15:10:00","2026-03-01 15:16:00",8,0,22,176,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","15:41:00","2026-03-01 15:44:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Langosta","15:45:00","2026-03-01 15:49:00",0,11,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","15:48:00","2026-03-01 15:51:00",0,6,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base Forum","15:52:00","2026-03-01 16:03:00",0,37,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base Forum","16:05:00","2026-03-01 16:04:00",18,0,22,396,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Tortugas","16:10:00","2026-03-01 16:09:00",21,0,22,462,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Langosta","16:15:00","2026-03-01 16:15:00",18,0,22,396,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Las Perlas","16:20:00","2026-03-01 16:15:00",7,0,22,154,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Bodega Aurrera Tierra Maya","16:47:00","2026-03-01 16:51:00",0,16,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Paseos Kusamil","16:55:00","2026-03-01 16:59:00",0,18,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base de 3 Reyes","16:58:00","2026-03-01 17:07:00",0,30,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base de 3 Reyes","17:00:00","2026-03-01 17:10:00",15,0,22,330,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Paseos Kusamil","17:05:00","2026-03-01 17:10:00",6,0,22,132,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Parada Bodega Aurrera Tierra Maya","17:10:00","2026-03-01 17:15:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Las Perlas","17:41:00","2026-03-01 17:40:00",0,2,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Langosta","17:45:00","2026-03-01 17:45:00",0,5,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Paradero Playa Tortugas","17:48:00","2026-03-01 17:48:00",12,14,22,264,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"ida","Base Forum","17:52:00","2026-03-01 18:01:00",0,12,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base Forum","18:05:00","2026-03-01 18:05:00",39,0,22,858,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Tortugas","18:10:00","2026-03-01 18:18:00",11,0,22,242,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Langosta","18:15:00","2026-03-01 18:26:00",16,0,22,352,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Paradero Playa Las Perlas","18:20:00","2026-03-01 18:29:00",3,0,22,66,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Bodega Aurrera Tierra Maya","18:47:00","2026-03-01 19:01:00",0,38,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Parada Paseos Kusamil","18:55:00","2026-03-01 19:02:00",0,14,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",1,"regreso","Base de 3 Reyes","18:58:00","2026-03-01 19:02:00",0,17,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",2,"ida","Base de 3 Reyes","11:00:00","2026-03-01 11:06:00",7,0,22,154,"24.85"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",2,"ida","Parada Paseos Kusamil","11:05:00","2026-03-01 11:09:00",23,0,22,506,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",2,"ida","Parada Bodega Aurrera Tierra Maya","11:10:00","2026-03-01 11:17:00",2,0,22,44,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",2,"ida","Paradero Playa Las Perlas","11:41:00","2026-03-01 11:42:00",0,0,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",2,"ida","Paradero Playa Langosta","11:45:00","2026-03-01 11:45:00",0,8,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",2,"ida","Paradero Playa Tortugas","11:48:00","2026-03-01 11:48:00",0,6,22,0,"0"
"2026-03-01","Sunday   ","Doceava Edición","Ruta 2",2,"ida","Base Forum","11:52:00","2026-03-01 11:52:00",0,18,22,0,"0"
